#ID,NAME,LIVELOC,JOB,WORKLOC,STATE
5528, Weng, 23028, 2, 22, 0
5529, Keesh, 23029, 2, 21, 0
5530, Jut, 23030, 4, 28, 0
5531, Wighheng, 23031, 1, 2, 0
5532, Soud, 23032, 4, 29, 0
5533, Ruth, 23033, 2, 22, 0
5534, Muha, 23034, 1, 2, 0
5535, Lauck, 23035, 2, 22, 0
5536, Naw, 23036, 1, 2, 0
5537, Foujooch, 23037, 1, 2, 0
5538, Cu, 23038, 1, 2, 0
5539, Whir, 23039, 1, 2, 0
5540, Feeth, 23040, 3, 24, 0
5541, Nighle, 23041, 1, 2, 0
5542, Bouch, 23042, 2, 19, 0
5543, Soikoach, 23043, 1, 2, 0
5544, Ber, 23044, 3, 22, 0
5545, Teab, 23045, 2, 20, 0
5546, Lighgor, 23046, 2, 19, 0
5547, Whaik, 23047, 2, 24, 0
5548, Whauth, 23048, 4, 28, 0
5549, Chuicui, 23049, 1, 2, 0
5550, Whuie, 23050, 2, 24, 0
5551, Poifoy, 23051, 1, 2, 0
5552, Boujot, 23052, 4, 25, 0
5553, Jired, 23053, 1, 2, 0
5554, Rer, 23054, 4, 27, 0
5555, Weecaik, 23055, 1, 2, 0
5556, Jaubigh, 23056, 1, 2, 0
5557, Naunoich, 23057, 1, 2, 0
5558, Puiwhad, 23058, 4, 26, 0
5559, Lo, 23059, 1, 2, 0
5560, Goawhong, 23060, 1, 2, 0
5561, Cegeng, 23061, 1, 2, 0
5562, Ney, 23062, 1, 2, 0
5563, Foick, 23063, 2, 18, 0
5564, Dai, 23064, 1, 2, 0
5565, Whoawhigh, 23065, 4, 25, 0
5566, Taked, 23066, 1, 2, 0
5567, Whaith, 23067, 4, 28, 0
5568, Quang, 23068, 4, 27, 0
5569, New, 23069, 1, 2, 0
5570, Queewhow, 23070, 1, 2, 0
5571, Tucer, 23071, 1, 2, 0
5572, Tauchau, 23072, 1, 2, 0
5573, Ying, 23073, 2, 21, 0
5574, Rew, 23074, 2, 22, 0
5575, Het, 23075, 2, 20, 0
5576, Genauch, 23076, 1, 2, 0
5577, Kib, 23077, 4, 29, 0
5578, Moot, 23078, 4, 29, 0
5579, Wee, 23079, 4, 25, 0
5580, Ga, 23080, 1, 2, 0
5581, Majeng, 23081, 4, 27, 0
5582, Mew, 23082, 3, 10, 0
5583, Chutich, 23083, 1, 2, 0
5584, Boy, 23084, 2, 19, 0
5585, Fe, 23085, 1, 2, 0
5586, Foa, 23086, 1, 2, 0
5587, Soakong, 23087, 1, 2, 0
5588, Chur, 23088, 2, 24, 0
5589, Ger, 23089, 2, 19, 0
5590, Caikuib, 23090, 4, 26, 0
5591, Wootew, 23091, 1, 2, 0
5592, Dout, 23092, 3, 15, 0
5593, Wighgoy, 23093, 1, 2, 0
5594, Taue, 23094, 2, 20, 0
5595, Wheed, 23095, 2, 23, 0
5596, Ree, 23096, 3, 2, 0
5597, Quight, 23097, 2, 23, 0
5598, Yor, 23098, 4, 27, 0
5599, Maunung, 23099, 1, 2, 0
5600, Toue, 23100, 4, 29, 0
5601, Ja, 23101, 1, 2, 0
5602, Do, 23102, 1, 2, 0
5603, Toya, 23103, 1, 2, 0
5604, Keerar, 23104, 4, 26, 0
5605, Bea, 23105, 2, 16, 0
5606, Muie, 23106, 2, 15, 0
5607, Heeputh, 23107, 1, 2, 0
5608, Buick, 23108, 2, 19, 0
5609, Lew, 23109, 2, 17, 0
5610, Luich, 23110, 3, 17, 0
5611, Lur, 23111, 2, 17, 0
5612, Neee, 23112, 2, 23, 0
5613, Moo, 23113, 1, 2, 0
5614, Pouday, 23114, 1, 2, 0
5615, Yea, 23115, 4, 29, 0
5616, Bung, 23116, 2, 19, 0
5617, Roy, 23117, 2, 22, 0
5618, Lor, 23118, 4, 27, 0
5619, Haurang, 23119, 3, 7, 0
5620, Bow, 23120, 2, 19, 0
5621, Faunoy, 23121, 2, 18, 0
5622, Wuk, 23122, 2, 22, 0
5623, Sung, 23123, 2, 17, 0
5624, Soo, 23124, 1, 2, 0
5625, Taich, 23125, 2, 20, 0
5626, Giwhur, 23126, 4, 27, 0
5627, Bighk, 23127, 2, 19, 0
5628, Quoocur, 23128, 1, 2, 0
5629, Couk, 23129, 4, 29, 0
5630, Gor, 23130, 2, 19, 0
5631, Leech, 23131, 2, 22, 0
5632, Moowhau, 23132, 1, 2, 0
5633, Kecher, 23133, 1, 2, 0
5634, Leng, 23134, 2, 17, 0
5635, Jauwhar, 23135, 1, 2, 0
5636, Beek, 23136, 3, 15, 0
5637, Whiquib, 23137, 1, 2, 0
5638, Whifew, 23138, 4, 26, 0
5639, Chousing, 23139, 3, 27, 0
5640, Neng, 23140, 2, 23, 0
5641, Laroib, 23141, 3, 26, 0
5642, Jid, 23142, 2, 18, 0
5643, Jey, 23143, 2, 18, 0
5644, Goch, 23144, 2, 23, 0
5645, Neeyeash, 23145, 1, 2, 0
5646, Fur, 23146, 2, 18, 0
5647, Soish, 23147, 2, 23, 0
5648, Digh, 23148, 2, 15, 0
5649, Gur, 23149, 3, 28, 0
5650, Cucau, 23150, 4, 25, 0
5651, Hibad, 23151, 4, 25, 0
5652, Mu, 23152, 1, 2, 0
5653, Haichoy, 23153, 4, 26, 0
5654, Jook, 23154, 2, 18, 0
5655, Fooroue, 23155, 1, 2, 0
5656, Sau, 23156, 1, 2, 0
5657, Raub, 23157, 4, 28, 0
5658, Looch, 23158, 2, 22, 0
5659, Chang, 23159, 2, 24, 0
5660, Poo, 23160, 3, 19, 0
5661, Woack, 23161, 2, 22, 0
5662, Jeek, 23162, 2, 22, 0
5663, De, 23163, 3, 2, 0
5664, Quar, 23164, 3, 9, 0
5665, Sighroi, 23165, 2, 15, 0
5666, Rey, 23166, 1, 2, 0
5667, Goth, 23167, 2, 19, 0
5668, Quoumung, 23168, 1, 2, 0
5669, Chomur, 23169, 3, 26, 0
5670, Seash, 23170, 2, 17, 0
5671, Cucoob, 23171, 2, 16, 0
5672, Joit, 23172, 2, 18, 0
5673, Yuk, 23173, 3, 15, 0
5674, Cero, 23174, 2, 15, 0
5675, Cub, 23175, 3, 28, 0
5676, Quighmor, 23176, 1, 2, 0
5677, Yoodeng, 23177, 1, 2, 0
5678, Feamang, 23178, 1, 2, 0
5679, Whew, 23179, 1, 2, 0
5680, Loyoy, 23180, 1, 2, 0
5681, Few, 23181, 4, 27, 0
5682, Goinoad, 23182, 3, 4, 0
5683, Wo, 23183, 4, 25, 0
5684, Goa, 23184, 1, 2, 0
5685, Whoayeb, 23185, 3, 4, 0
5686, Jeee, 23186, 2, 22, 0
5687, Mighb, 23187, 2, 15, 0
5688, Yor, 23188, 2, 21, 0
5689, Loy, 23189, 2, 17, 0
5690, Poch, 23190, 2, 16, 0
5691, Peech, 23191, 2, 16, 0
5692, Choi, 23192, 4, 25, 0
5693, Quaid, 23193, 2, 23, 0
5694, Gor, 23194, 2, 19, 0
5695, Kung, 23195, 2, 24, 0
5696, Koinow, 23196, 1, 2, 0
5697, Peachu, 23197, 2, 15, 0
5698, Doasung, 23198, 4, 26, 0
5699, Sew, 23199, 2, 17, 0
5700, Peb, 23200, 3, 19, 0
5701, Peth, 23201, 2, 16, 0
5702, Noquung, 23202, 4, 26, 0
5703, Meayang, 23203, 2, 19, 0
5704, Quung, 23204, 2, 23, 0
5705, Loak, 23205, 4, 29, 0
5706, Noi, 23206, 1, 2, 0
5707, Chee, 23207, 2, 15, 0
5708, Mar, 23208, 2, 19, 0
5709, Lee, 23209, 1, 2, 0
5710, Quow, 23210, 2, 23, 0
5711, Deesong, 23211, 4, 27, 0
5712, Huch, 23212, 2, 23, 0
5713, Baik, 23213, 4, 29, 0
5714, Fouth, 23214, 2, 22, 0
5715, Rer, 23215, 3, 10, 0
5716, Duikat, 23216, 3, 3, 0
5717, Bighjaw, 23217, 1, 2, 0
5718, Maie, 23218, 2, 15, 0
5719, Ying, 23219, 2, 21, 0
5720, Duth, 23220, 2, 23, 0
5721, Hoa, 23221, 1, 2, 0
5722, Mu, 23222, 4, 25, 0
5723, Jigh, 23223, 1, 2, 0
5724, Yigh, 23224, 1, 2, 0
5725, Hau, 23225, 1, 2, 0
5726, Resaith, 23226, 1, 2, 0
5727, Joacait, 23227, 1, 2, 0
5728, Kuich, 23228, 2, 22, 0
5729, Coujaue, 23229, 1, 2, 0
5730, Mauth, 23230, 2, 15, 0
5731, Toi, 23231, 3, 1, 0
5732, Saw, 23232, 2, 17, 0
5733, Dey, 23233, 2, 15, 0
5734, Wasing, 23234, 1, 2, 0
5735, Neaseach, 23235, 1, 2, 0
5736, Quoat, 23236, 4, 28, 0
5737, Yeagang, 23237, 1, 2, 0
5738, Wheati, 23238, 1, 2, 0
5739, Wer, 23239, 2, 22, 0
5740, Coo, 23240, 1, 2, 0
5741, Figay, 23241, 2, 19, 0
5742, Whuwhur, 23242, 1, 2, 0
5743, Daw, 23243, 4, 27, 0
5744, Wau, 23244, 2, 15, 0
5745, Tigh, 23245, 1, 2, 0
5746, Key, 23246, 2, 21, 0
5747, Yoash, 23247, 4, 28, 0
5748, Dumer, 23248, 2, 18, 0
5749, Noit, 23249, 4, 29, 0
5750, Waut, 23250, 2, 22, 0
5751, Laubach, 23251, 4, 26, 0
5752, Hauth, 23252, 4, 29, 0
5753, Roob, 23253, 4, 28, 0
5754, Wur, 23254, 4, 27, 0
5755, Whak, 23255, 2, 24, 0
5756, Teenee, 23256, 1, 2, 0
5757, Weesh, 23257, 4, 28, 0
5758, Quoi, 23258, 1, 2, 0
5759, Quoa, 23259, 1, 2, 0
5760, Woaced, 23260, 1, 2, 0
5761, Whoocuith, 23261, 2, 16, 0
5762, Yooquay, 23262, 2, 18, 0
5763, Hob, 23263, 3, 16, 0
5764, Jighk, 23264, 2, 18, 0
5765, Pir, 23265, 2, 21, 0
5766, Ney, 23266, 1, 2, 0
5767, Wewhesh, 23267, 1, 2, 0
5768, Jer, 23268, 4, 28, 0
5769, Leeyai, 23269, 2, 15, 0
5770, Roamang, 23270, 1, 2, 0
5771, Feng, 23271, 2, 18, 0
5772, Quur, 23272, 2, 23, 0
5773, Yuirow, 23273, 4, 27, 0
5774, Yo, 23274, 1, 2, 0
5775, Whee, 23275, 2, 24, 0
5776, Deng, 23276, 2, 15, 0
5777, Nait, 23277, 4, 28, 0
5778, Fauye, 23278, 1, 2, 0
5779, Sakoud, 23279, 1, 2, 0
5780, Faib, 23280, 2, 18, 0
5781, Nui, 23281, 1, 2, 0
5782, Ni, 23282, 4, 25, 0
5783, Seegur, 23283, 2, 18, 0
5784, Nong, 23284, 1, 2, 0
5785, Feeyow, 23285, 1, 2, 0
5786, Yeesh, 23286, 2, 21, 0
5787, Yuick, 23287, 4, 28, 0
5788, Queeyang, 23288, 1, 2, 0
5789, Lu, 23289, 3, 1, 0
5790, Yaish, 23290, 2, 21, 0
5791, Kaub, 23291, 3, 14, 0
5792, Boo, 23292, 1, 2, 0
5793, Quui, 23293, 1, 2, 0
5794, Whoajith, 23294, 1, 2, 0
5795, Bunouch, 23295, 4, 26, 0
5796, Quechigh, 23296, 1, 2, 0
5797, Qua, 23297, 2, 15, 0
5798, Kouwhung, 23298, 1, 2, 0
5799, Righbau, 23299, 1, 2, 0
5800, Teeth, 24000, 2, 20, 0
5801, Toaged, 24001, 1, 2, 0
5802, Fang, 24002, 1, 2, 0
5803, Poth, 24003, 2, 16, 0
5804, Soachoik, 24004, 4, 26, 0
5805, Hoidai, 24005, 3, 0, 0
5806, Ceng, 24006, 2, 24, 0
5807, Noijey, 24007, 1, 2, 0
5808, Keedew, 24008, 2, 18, 0
5809, Soonay, 24009, 4, 26, 0
5810, Kusoy, 24010, 1, 2, 0
5811, Moo, 24011, 1, 2, 0
5812, Feeth, 24012, 4, 29, 0
5813, Whout, 24013, 2, 24, 0
5814, Yo, 24014, 2, 16, 0
5815, Mang, 24015, 3, 22, 0
5816, Jeapoi, 24016, 3, 0, 0
5817, Paut, 24017, 2, 16, 0
5818, Kejoush, 24018, 2, 17, 0
5819, Ging, 24019, 3, 10, 0
5820, Whing, 24020, 4, 27, 0
5821, Pang, 24021, 4, 28, 0
5822, Yauwhai, 24022, 3, 0, 0
5823, Nidoth, 24023, 2, 17, 0
5824, Doach, 24024, 2, 15, 0
5825, Ber, 24025, 4, 29, 0
5826, Kung, 24026, 3, 26, 0
5827, Cuth, 24027, 2, 16, 0
5828, Yui, 24028, 1, 2, 0
5829, Chouch, 24029, 2, 21, 0
5830, Yaw, 24030, 4, 27, 0
5831, Pighyuish, 24031, 1, 2, 0
5832, Hui, 24032, 4, 25, 0
5833, Rew, 24033, 4, 27, 0
5834, Mechar, 24034, 3, 22, 0
5835, Jined, 24035, 1, 2, 0
5836, Rid, 24036, 4, 29, 0
5837, Guihauth, 24037, 1, 2, 0
5838, Cung, 24038, 2, 16, 0
5839, Roilooth, 24039, 1, 2, 0
5840, Mong, 24040, 3, 9, 0
5841, Ruich, 24041, 3, 23, 0
5842, Maifoo, 24042, 3, 19, 0
5843, Feak, 24043, 2, 18, 0
5844, Chauhaw, 24044, 1, 2, 0
5845, Pub, 24045, 2, 16, 0
5846, Whoameng, 24046, 3, 6, 0
5847, Looreng, 24047, 1, 2, 0
5848, Yong, 24048, 3, 29, 0
5849, Mie, 24049, 2, 15, 0
5850, Whor, 24050, 4, 28, 0
5851, Quaupaw, 24051, 2, 24, 0
5852, Mu, 24052, 1, 2, 0
5853, Peyeech, 24053, 1, 2, 0
5854, Far, 24054, 2, 18, 0
5855, Ligey, 24055, 2, 19, 0
5856, Saiwuid, 24056, 4, 26, 0
5857, Pai, 24057, 1, 2, 0
5858, Ga, 24058, 1, 2, 0
5859, Boumeb, 24059, 1, 2, 0
5860, Righru, 24060, 4, 25, 0
5861, Heebay, 24061, 2, 18, 0
5862, Jang, 24062, 4, 27, 0
5863, Nid, 24063, 2, 23, 0
5864, Jed, 24064, 3, 16, 0
5865, Baie, 24065, 2, 19, 0
5866, Ciroud, 24066, 1, 2, 0
5867, Jeenung, 24067, 1, 2, 0
5868, Cigir, 24068, 4, 27, 0
5869, Saigir, 24069, 1, 2, 0
5870, Foiwad, 24070, 4, 26, 0
5871, Ca, 24071, 3, 24, 0
5872, Bight, 24072, 3, 17, 0
5873, Ray, 24073, 2, 22, 0
5874, Noo, 24074, 1, 2, 0
5875, Jepo, 24075, 3, 0, 0
5876, Quoub, 24076, 2, 23, 0
5877, Bech, 24077, 2, 19, 0
5878, Loue, 24078, 2, 17, 0
5879, Doipong, 24079, 1, 2, 0
5880, Par, 24080, 2, 20, 0
5881, Muib, 24081, 3, 24, 0
5882, Mighb, 24082, 2, 15, 0
5883, Yuifong, 24083, 1, 2, 0
5884, Yiqueed, 24084, 1, 2, 0
5885, Morau, 24085, 1, 2, 0
5886, Sir, 24086, 2, 17, 0
5887, Toich, 24087, 4, 28, 0
5888, Fok, 24088, 3, 22, 0
5889, Lit, 24089, 2, 22, 0
5890, Jir, 24090, 3, 10, 0
5891, Hang, 24091, 4, 27, 0
5892, Mash, 24092, 2, 15, 0
5893, Bat, 24093, 4, 29, 0
5894, Moorong, 24094, 1, 2, 0
5895, Doutew, 24095, 2, 18, 0
5896, Houfoy, 24096, 1, 2, 0
5897, Chait, 24097, 4, 29, 0
5898, Red, 24098, 1, 2, 0
5899, Buigong, 24099, 1, 2, 0
5900, Dew, 24100, 1, 2, 0
5901, Yoish, 24101, 4, 29, 0
5902, Moe, 24102, 2, 15, 0
5903, Je, 24103, 1, 2, 0
5904, Gaid, 24104, 2, 19, 0
5905, Gick, 24105, 2, 19, 0
5906, Choayey, 24106, 1, 2, 0
5907, Pooch, 24107, 2, 16, 0
5908, Faw, 24108, 2, 20, 0
5909, Bir, 24109, 2, 19, 0
5910, Sing, 24110, 2, 19, 0
5911, Gey, 24111, 2, 19, 0
5912, Gaw, 24112, 2, 19, 0
5913, Goader, 24113, 1, 2, 0
5914, Faunung, 24114, 4, 26, 0
5915, Now, 24115, 2, 23, 0
5916, Poipoa, 24116, 4, 25, 0
5917, Jeth, 24117, 2, 18, 0
5918, Seae, 24118, 2, 17, 0
5919, Jowoo, 24119, 1, 2, 0
5920, Luifoy, 24120, 1, 2, 0
5921, Deenar, 24121, 1, 2, 0
5922, Daie, 24122, 3, 20, 0
5923, Quee, 24123, 2, 16, 0
5924, Chat, 24124, 2, 24, 0
5925, Fauck, 24125, 2, 18, 0
5926, Jeeyung, 24126, 4, 26, 0
5927, Boupor, 24127, 4, 26, 0
5928, Deechack, 24128, 2, 24, 0
5929, Hejong, 24129, 4, 26, 0
5930, Pureed, 24130, 1, 2, 0
5931, Whoa, 24131, 3, 22, 0
5932, Youd, 24132, 4, 28, 0
5933, Queek, 24133, 2, 23, 0
5934, Mie, 24134, 2, 15, 0
5935, Yaukoik, 24135, 4, 26, 0
5936, Jeeroue, 24136, 1, 2, 0
5937, Chuish, 24137, 4, 29, 0
5938, Coa, 24138, 1, 2, 0
5939, Yoit, 24139, 2, 21, 0
5940, Noigoit, 24140, 2, 17, 0
5941, Bith, 24141, 2, 19, 0
5942, Ci, 24142, 1, 2, 0
5943, Haufew, 24143, 3, 19, 0
5944, Pauk, 24144, 2, 16, 0
5945, Mighth, 24145, 2, 15, 0
5946, Muwhok, 24146, 1, 2, 0
5947, Ley, 24147, 4, 28, 0
5948, Nofo, 24148, 1, 2, 0
5949, Quoomeng, 24149, 1, 2, 0
5950, Feech, 24150, 4, 28, 0
5951, Beeth, 24151, 2, 19, 0
5952, Huisir, 24152, 4, 26, 0
5953, Goayee, 24153, 1, 2, 0
5954, Baut, 24154, 2, 19, 0
5955, Caubaie, 24155, 1, 2, 0
5956, Kow, 24156, 4, 27, 0
5957, Queerigh, 24157, 1, 2, 0
5958, Rek, 24158, 4, 29, 0
5959, Yoiwher, 24159, 1, 2, 0
5960, Keedosh, 24160, 1, 2, 0
5961, Wong, 24161, 2, 22, 0
5962, Nequech, 24162, 1, 2, 0
5963, Lajong, 24163, 4, 27, 0
5964, Whoikighk, 24164, 1, 2, 0
5965, Ye, 24165, 2, 15, 0
5966, Cufur, 24166, 1, 2, 0
5967, How, 24167, 4, 28, 0
5968, Kaitaik, 24168, 4, 26, 0
5969, Sik, 24169, 4, 29, 0
5970, Fiyee, 24170, 1, 2, 0
5971, Rucow, 24171, 1, 2, 0
5972, Peyay, 24172, 1, 2, 0
5973, Jaw, 24173, 4, 27, 0
5974, Dighdoi, 24174, 2, 15, 0
5975, Nechoosh, 24175, 4, 25, 0
5976, Yey, 24176, 2, 20, 0
5977, Ruith, 24177, 2, 22, 0
5978, Heed, 24178, 4, 29, 0
5979, Chach, 24179, 3, 25, 0
5980, Bai, 24180, 1, 2, 0
5981, Doith, 24181, 2, 15, 0
5982, Dur, 24182, 3, 11, 0
5983, Heek, 24183, 2, 20, 0
5984, Lack, 24184, 3, 14, 0
5985, Geng, 24185, 2, 21, 0
5986, Roatoat, 24186, 1, 2, 0
5987, Feewheeck, 24187, 3, 4, 0
5988, Boo, 24188, 1, 2, 0
5989, Weeth, 24189, 2, 22, 0
5990, Puchigh, 24190, 1, 2, 0
5991, Chow, 24191, 2, 20, 0
5992, Loonaish, 24192, 2, 17, 0
5993, Teapaush, 24193, 2, 17, 0
5994, Jeeruth, 24194, 4, 26, 0
5995, Tui, 24195, 1, 2, 0
5996, Dir, 24196, 2, 15, 0
5997, Kaw, 24197, 3, 12, 0
5998, Bur, 24198, 4, 28, 0
5999, Whoajuch, 24199, 1, 2, 0
6000, Sow, 30000, 2, 17, 0
6001, Yey, 30001, 2, 21, 0
6002, Doogar, 30002, 4, 26, 0
6003, Wighe, 30003, 2, 22, 0
6004, Roowue, 30004, 1, 3, 0
6005, Roubew, 30005, 1, 3, 0
6006, Yauch, 30006, 4, 29, 0
6007, Mir, 30007, 2, 21, 0
6008, Noi, 30008, 2, 16, 0
6009, Huiwhur, 30009, 1, 3, 0
6010, Roinor, 30010, 4, 27, 0
6011, Chea, 30011, 2, 15, 0
6012, Foiwaub, 30012, 1, 3, 0
6013, Yoofar, 30013, 1, 3, 0
6014, Whow, 30014, 1, 3, 0
6015, Say, 30015, 3, 28, 0
6016, Song, 30016, 2, 17, 0
6017, Peee, 30017, 2, 16, 0
6018, Bouteat, 30018, 1, 3, 0
6019, Yoocob, 30019, 1, 3, 0
6020, Kuck, 30020, 2, 21, 0
6021, Wheehuie, 30021, 1, 3, 0
6022, Woch, 30022, 2, 22, 0
6023, Choalay, 30023, 1, 3, 0
6024, Lich, 30024, 2, 17, 0
6025, Quighb, 30025, 2, 23, 0
6026, Few, 30026, 1, 3, 0
6027, Cew, 30027, 2, 16, 0
6028, Cee, 30028, 2, 16, 0
6029, Gub, 30029, 3, 15, 0
6030, Fe, 30030, 1, 3, 0
6031, Pea, 30031, 1, 3, 0
6032, Lung, 30032, 2, 17, 0
6033, Beng, 30033, 3, 12, 0
6034, Cing, 30034, 1, 3, 0
6035, Quighd, 30035, 2, 22, 0
6036, Kit, 30036, 2, 22, 0
6037, Wee, 30037, 2, 23, 0
6038, Bighch, 30038, 2, 19, 0
6039, Bet, 30039, 2, 19, 0
6040, Calung, 30040, 1, 3, 0
6041, Cighth, 30041, 4, 28, 0
6042, Pow, 30042, 2, 19, 0
6043, Ding, 30043, 2, 15, 0
6044, Digong, 30044, 1, 3, 0
6045, Jebouk, 30045, 4, 26, 0
6046, Quong, 30046, 1, 3, 0
6047, Gabot, 30047, 1, 3, 0
6048, Noi, 30048, 1, 3, 0
6049, Gadur, 30049, 1, 3, 0
6050, Sor, 30050, 2, 21, 0
6051, Toid, 30051, 4, 29, 0
6052, Jaw, 30052, 2, 18, 0
6053, Yay, 30053, 2, 20, 0
6054, Beetung, 30054, 4, 26, 0
6055, Joifoe, 30055, 4, 25, 0
6056, Ruijing, 30056, 3, 29, 0
6057, Yicoad, 30057, 1, 3, 0
6058, Wighe, 30058, 2, 22, 0
6059, Quush, 30059, 2, 23, 0
6060, Quat, 30060, 2, 23, 0
6061, Nar, 30061, 1, 3, 0
6062, Chich, 30062, 2, 24, 0
6063, Ceee, 30063, 2, 16, 0
6064, Gatigh, 30064, 1, 3, 0
6065, Roae, 30065, 4, 29, 0
6066, Whee, 30066, 4, 28, 0
6067, Fajoy, 30067, 4, 26, 0
6068, Sinoi, 30068, 1, 3, 0
6069, Coub, 30069, 2, 16, 0
6070, Keee, 30070, 4, 29, 0
6071, Ceadaw, 30071, 1, 3, 0
6072, Touroach, 30072, 4, 26, 0
6073, Teajed, 30073, 4, 27, 0
6074, Couwek, 30074, 2, 16, 0
6075, Quoik, 30075, 4, 28, 0
6076, Mer, 30076, 2, 15, 0
6077, Tuib, 30077, 2, 24, 0
6078, Doibur, 30078, 1, 3, 0
6079, Tout, 30079, 2, 20, 0
6080, Foa, 30080, 1, 3, 0
6081, Geener, 30081, 1, 3, 0
6082, Road, 30082, 2, 22, 0
6083, Now, 30083, 3, 12, 0
6084, Ceach, 30084, 2, 16, 0
6085, Whait, 30085, 2, 24, 0
6086, Leth, 30086, 4, 28, 0
6087, Yijow, 30087, 1, 3, 0
6088, Kuch, 30088, 2, 21, 0
6089, Pai, 30089, 1, 3, 0
6090, Whoowighd, 30090, 1, 3, 0
6091, He, 30091, 4, 25, 0
6092, Kang, 30092, 2, 21, 0
6093, Quaud, 30093, 2, 21, 0
6094, Reequesh, 30094, 1, 3, 0
6095, Mufeak, 30095, 2, 17, 0
6096, Picong, 30096, 4, 26, 0
6097, Dikuish, 30097, 1, 3, 0
6098, Pojad, 30098, 2, 17, 0
6099, Rui, 30099, 1, 3, 0
6100, Whoolouch, 30100, 1, 3, 0
6101, Tugang, 30101, 1, 3, 0
6102, Cighwe, 30102, 1, 3, 0
6103, Rir, 30103, 2, 22, 0
6104, Weaseed, 30104, 1, 3, 0
6105, Boahuch, 30105, 4, 26, 0
6106, Quow, 30106, 2, 21, 0
6107, Yoojeesh, 30107, 3, 21, 0
6108, Cighk, 30108, 2, 16, 0
6109, Teesh, 30109, 2, 20, 0
6110, Yea, 30110, 1, 3, 0
6111, Gu, 30111, 1, 3, 0
6112, Mighck, 30112, 2, 15, 0
6113, Baiyighb, 30113, 1, 3, 0
6114, Wong, 30114, 2, 22, 0
6115, Seefu, 30115, 1, 3, 0
6116, Woupe, 30116, 1, 3, 0
6117, Suik, 30117, 4, 29, 0
6118, Tow, 30118, 2, 20, 0
6119, Rod, 30119, 4, 29, 0
6120, Chooquar, 30120, 3, 6, 0
6121, Naush, 30121, 2, 23, 0
6122, Wey, 30122, 3, 11, 0
6123, Gong, 30123, 3, 12, 0
6124, Boib, 30124, 4, 28, 0
6125, Toud, 30125, 2, 20, 0
6126, Lik, 30126, 2, 17, 0
6127, Ciwew, 30127, 1, 3, 0
6128, Ruiwar, 30128, 1, 3, 0
6129, Foakea, 30129, 1, 3, 0
6130, Mai, 30130, 1, 3, 0
6131, Geakew, 30131, 2, 19, 0
6132, Woakai, 30132, 1, 3, 0
6133, Ceng, 30133, 2, 16, 0
6134, Cir, 30134, 2, 20, 0
6135, Whooyer, 30135, 1, 3, 0
6136, Woob, 30136, 2, 22, 0
6137, Choak, 30137, 3, 17, 0
6138, Moot, 30138, 2, 15, 0
6139, Ling, 30139, 2, 17, 0
6140, Foy, 30140, 2, 18, 0
6141, Tur, 30141, 2, 19, 0
6142, Boupesh, 30142, 1, 3, 0
6143, Caugaish, 30143, 1, 3, 0
6144, Faue, 30144, 2, 18, 0
6145, Posoth, 30145, 2, 24, 0
6146, Yunaub, 30146, 4, 26, 0
6147, Hood, 30147, 2, 20, 0
6148, Ceequoa, 30148, 1, 3, 0
6149, Quit, 30149, 4, 29, 0
6150, Quai, 30150, 1, 3, 0
6151, Wharuich, 30151, 3, 4, 0
6152, Seech, 30152, 2, 17, 0
6153, Mee, 30153, 3, 21, 0
6154, Daw, 30154, 2, 20, 0
6155, Fui, 30155, 1, 3, 0
6156, Gu, 30156, 1, 3, 0
6157, Deaquay, 30157, 1, 3, 0
6158, Yaie, 30158, 2, 23, 0
6159, Fab, 30159, 2, 18, 0
6160, Sighch, 30160, 2, 17, 0
6161, Chenit, 30161, 1, 3, 0
6162, Yikeet, 30162, 1, 3, 0
6163, Feth, 30163, 4, 29, 0
6164, Quouboat, 30164, 1, 3, 0
6165, Dightee, 30165, 2, 15, 0
6166, Bouchow, 30166, 1, 3, 0
6167, Whoie, 30167, 4, 28, 0
6168, Machib, 30168, 1, 3, 0
6169, Sech, 30169, 2, 17, 0
6170, Juit, 30170, 2, 18, 0
6171, Laugay, 30171, 4, 27, 0
6172, Quaipor, 30172, 1, 3, 0
6173, Taik, 30173, 3, 14, 0
6174, Har, 30174, 2, 20, 0
6175, Saler, 30175, 1, 3, 0
6176, Nighch, 30176, 4, 29, 0
6177, Fonay, 30177, 1, 3, 0
6178, Boaway, 30178, 1, 3, 0
6179, Mighck, 30179, 4, 29, 0
6180, Pa, 30180, 4, 25, 0
6181, Tur, 30181, 1, 3, 0
6182, Quir, 30182, 2, 23, 0
6183, Mach, 30183, 2, 15, 0
6184, Yowath, 30184, 1, 3, 0
6185, Keak, 30185, 2, 21, 0
6186, Pighquung, 30186, 1, 3, 0
6187, Bomee, 30187, 1, 3, 0
6188, Goocheab, 30188, 4, 25, 0
6189, Yauteng, 30189, 1, 3, 0
6190, Gucoy, 30190, 1, 3, 0
6191, Dir, 30191, 2, 15, 0
6192, Seacu, 30192, 1, 3, 0
6193, Geeb, 30193, 2, 19, 0
6194, Bea, 30194, 1, 3, 0
6195, Geee, 30195, 2, 19, 0
6196, Lub, 30196, 2, 17, 0
6197, Ning, 30197, 4, 27, 0
6198, Soa, 30198, 1, 3, 0
6199, Heeck, 30199, 3, 13, 0
6200, Heechey, 30200, 4, 29, 0
6201, La, 30201, 1, 3, 0
